,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Score,Country
69.2,Ethiopia,ETH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,145.1,69
70.2,European Union,EUU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,7.540773704,70
71.2,Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,124.2643357,71
72.2,Finland,FIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,4.3,72
73.2,Fiji,FJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,24.5,73
74.2,France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,5.4,74
76.2,"Micronesia, Fed. Sts.",FSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,53.9,76
77.2,Gabon,GAB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,85.3,77
78.2,United Kingdom,GBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,6.6,78
79.2,Georgia,GEO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,35.7,79
80.2,Ghana,GHA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,100.7,80
81.2,Guinea,GIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,170.2,81
82.2,"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,118.8,82
83.2,Guinea-Bissau,GNB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,177.5,83
84.2,Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,152.1,84
85.2,Greece,GRC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,7.8,85
86.2,Grenada,GRD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,16,86
88.2,Guatemala,GTM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,50.6,88
90.2,Guyana,GUY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,46.7,90
91.2,High income,HIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,10.7,91
93.2,Honduras,HND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,37.4,93
94.2,Heavily indebted poor countries (HIPC),HPC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,148.3086637,94
95.2,Croatia,HRV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,8.3,95
96.2,Haiti,HTI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,104.8,96
97.2,Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,11.2,97
98.2,Indonesia,IDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,52.3,98
100.2,India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,91.2,100
102.2,Ireland,IRL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,7.1,102
103.2,"Iran, Islamic Rep.",IRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,34.7,103
104.2,Iraq,IRQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,44.7,104
105.2,Iceland,ISL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,4,105
106.2,Israel,ISR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,6.9,106
107.2,Italy,ITA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,5.5,107
108.2,Jamaica,JAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,22,108
109.2,Jordan,JOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,27.7,109
110.2,Japan,JPN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,4.5,110
111.2,Kazakhstan,KAZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,43.6,111
112.2,Kenya,KEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,107.9,112
113.2,Kyrgyz Republic,KGZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,48.7,113
114.2,Cambodia,KHM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,108.3,114
115.2,Kiribati,KIR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,70.6,115
116.2,St. Kitts and Nevis,KNA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,18.6,116
117.2,"Korea, Rep.",KOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,6.1,117
119.2,Kuwait,KWT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,12.7,119
120.2,Latin America & Caribbean (developing only),LAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,34,120
121.2,Lao PDR,LAO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,117.7,121
122.2,Lebanon,LBN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,20,122
123.2,Liberia,LBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,181.8,123
124.2,Libya,LBY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,28.1,124
125.2,St. Lucia,LCA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,17.8,125
126.2,Latin America & Caribbean (all income levels),LCN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,32.02789421,126
127.2,Least developed countries: UN classification,LDC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,138.3069559,127
128.2,Low income,LIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,149.6,128
130.2,Sri Lanka,LKA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,16.3,130
131.2,Lower middle income,LMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,92.6,131
132.2,Low & middle income,LMY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,85.2,132
133.2,Lesotho,LSO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,116.8,133
134.2,Lithuania,LTU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,11.8,134
135.2,Luxembourg,LUX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,4.8,135
136.2,Latvia,LVA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,17.2,136
139.2,Morocco,MAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,50,139
140.2,Monaco,MCO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,5.2,140
141.2,Moldova,MDA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,31.3,141
142.2,Madagascar,MDG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,109.2,142
143.2,Maldives,MDV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,44.4,143
144.2,Middle East & North Africa (all income levels),MEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,42.70137787,144
145.2,Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,25.6,145
146.2,Marshall Islands,MHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,41.4,146
147.2,Middle income,MIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,73.3,147
148.2,"Macedonia, FYR",MKD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,16,148
149.2,Mali,MLI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,219.6,149
150.2,Malta,MLT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,7.8,150
151.2,Myanmar,MMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,82.3,151
152.2,Middle East & North Africa (developing only),MNA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,45.2,152
153.2,Montenegro,MNE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,13.8,153
154.2,Mongolia,MNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,62.7,154
156.2,Mozambique,MOZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,171.1,156
157.2,Mauritania,MRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,113.5,157
158.2,Mauritius,MUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,18.6,158
159.2,Malawi,MWI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,174.4,159
160.2,Malaysia,MYS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,10.2,160
161.2,North America,NAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,8.230769426,161
162.2,Namibia,NAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,75.7,162
164.2,Niger,NER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,227.3,164
165.2,Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,186.8,165
166.2,Nicaragua,NIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,40.3,166
167.2,Netherlands,NLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,6.2,167
168.2,High income: nonOECD,NOC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,21.81487747,168
169.2,Norway,NOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,4.9,169
170.2,Nepal,NPL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,80.6,170
171.2,New Zealand,NZL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,7.4,171
172.2,High income: OECD,OEC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,6.957940645,172
173.2,OECD members,OED,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,12.88052539,173
174.2,Oman,OMN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,16.6,174
175.2,Other small states,OSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,103.4686963,175
176.2,Pakistan,PAK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,112.3,176
177.2,Panama,PAN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,26,177
178.2,Peru,PER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,38.6,178
179.2,Philippines,PHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,39.7,179
180.2,Palau,PLW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,26.8,180
181.2,Papua New Guinea,PNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,78.5,181
182.2,Poland,POL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,9.3,182
184.2,"Korea, Dem. Rep.",PRK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,60,184
185.2,Portugal,PRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,7.2,185
186.2,Paraguay,PRY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,33.5,186
187.2,Pacific island small states,PSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,30.54785441,187
189.2,Qatar,QAT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,12.4,189
190.2,Romania,ROU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,26.9,190
191.2,Russian Federation,RUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,23.2,191
192.2,Rwanda,RWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,183.8,192
193.2,South Asia,SAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,93.6,193
194.2,Saudi Arabia,SAU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,22.9,194
195.2,Sudan,SDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,105.9,195
196.2,Senegal,SEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,134.9,196
197.2,Singapore,SGP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,4,197
198.2,Solomon Islands,SLB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,33.1,198
199.2,Sierra Leone,SLE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,235.8,199
200.2,El Salvador,SLV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,32.4,200
201.2,San Marino,SMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,5.5,201
202.2,Somalia,SOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,174.4,202
203.2,Serbia,SRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,12.6,203
204.2,Sub-Saharan Africa (developing only),SSA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,154.3,204
205.2,South Sudan,SSD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,182.3,205
206.2,Sub-Saharan Africa (all income levels),SSF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,154.834546,206
207.2,Small states,SST,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,83.83528975,207
208.2,Sao Tome and Principe,STP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,89.3,208
209.2,Suriname,SUR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,34.4,209
210.2,Slovak Republic,SVK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,11.7,210
211.2,Slovenia,SVN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,5.5,211
212.2,Sweden,SWE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,4.1,212
213.2,Swaziland,SWZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,128.3,213
215.2,Seychelles,SYC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,14.3,215
216.2,Syrian Arab Republic,SYR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,23.4,216
218.2,Chad,TCD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,190.2,218
219.2,Togo,TGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,120.8,219
220.2,Thailand,THA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,22.5,220
221.2,Tajikistan,TJK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,93,221
222.2,Turkmenistan,TKM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,81.6,222
223.2,Timor-Leste,TLS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,110.2,223
224.2,Tonga,TON,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,17.6,224
225.2,Trinidad and Tobago,TTO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,28.7,225
226.2,Tunisia,TUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,31.7,226
227.2,Turkey,TUR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,39.6,227
228.2,Tuvalu,TUV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,42.6,228
230.2,Tanzania,TZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,130.6,230
231.2,Uganda,UGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,148.4,231
232.2,Ukraine,UKR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,18.5,232
233.2,Upper middle income,UMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,39.6,233
234.2,Uruguay,URY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,16.8,234
235.2,United States,USA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,8.4,235
236.2,Uzbekistan,UZB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,63.2,236
237.2,St. Vincent and the Grenadines,VCT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,22.2,237
238.2,"Venezuela, RB",VEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,21.7,238
240.2,Vietnam,VNM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,33.8,240
241.2,Vanuatu,VUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,28.5,241
242.2,West Bank and Gaza,PSE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,29.8,242
243.2,World,WLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,75.9,243
244.2,Samoa,WSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,21.7,244
245.2,"Yemen, Rep.",YEM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,95.4,245
246.2,South Africa,ZAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,75.3,246
247.2,"Congo, Dem. Rep.",COD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,161,247
248.2,Zambia,ZMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,163.1,248
249.2,Zimbabwe,ZWE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2000,105.8,249
2.2001,Andorra,AND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,4.4,2
3.2001,Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,133.8,3
4.2001,Angola,AGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,214.1,4
5.2001,Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,24.9,5
6.2001,Arab World,ARB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,58.62792927,6
7.2001,United Arab Emirates,ARE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,10.9,7
8.2001,Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,19.7,8
9.2001,Armenia,ARM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,28.7,9
11.2001,Antigua and Barbuda,ATG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,14.8,11
12.2001,Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,6.1,12
13.2001,Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,5.4,13
14.2001,Azerbaijan,AZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,68.8,14
15.2001,Burundi,BDI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,147.8,15
16.2001,Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,5.6,16
17.2001,Benin,BEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,141.1,17
18.2001,Burkina Faso,BFA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,182.4,18
19.2001,Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,83.5,19
20.2001,Bulgaria,BGR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,20.1,20
21.2001,Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,12.1,21
22.2001,"Bahamas, The",BHS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,15.5,22
23.2001,Bosnia and Herzegovina,BIH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,8.6,23
24.2001,Belarus,BLR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,13,24
25.2001,Belize,BLZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,24.2,25
27.2001,Bolivia,BOL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,76.2,27
28.2001,Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,29.6,28
29.2001,Barbados,BRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,16.6,29
30.2001,Brunei Darussalam,BRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,9.3,30
31.2001,Bhutan,BTN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,75,31
32.2001,Botswana,BWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,81.6,32
33.2001,Central African Republic,CAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,173.5,33
34.2001,Canada,CAN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,6.2,34
35.2001,Central Europe and the Baltics,CEB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,13.4460904,35
36.2001,Switzerland,CHE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,5.6,36
38.2001,Chile,CHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,10.3,38
39.2001,China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,34.3,39
40.2001,Cote d'Ivoire,CIV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,142.8,40
41.2001,Cameroon,CMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,145.7,41
42.2001,"Congo, Rep.",COG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,119.7,42
43.2001,Colombia,COL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,24.3,43
44.2001,Comoros,COM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,100.8,44
45.2001,Cabo Verde,CPV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,32.2,45
46.2001,Costa Rica,CRI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,12.2,46
47.2001,Caribbean small states,CSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,26.48142025,47
48.2001,Cuba,CUB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,8,48
51.2001,Cyprus,CYP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,6.1,51
52.2001,Czech Republic,CZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,6.2,52
53.2001,Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,5.2,53
54.2001,Djibouti,DJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,98.4,54
55.2001,Dominica,DMA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,15.2,55
56.2001,Denmark,DNK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,5.5,56
57.2001,Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,40.1,57
58.2001,Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,38.9,58
59.2001,East Asia & Pacific (developing only),EAP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,39.9,59
60.2001,East Asia & Pacific (all income levels),EAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,37.80118829,60
61.2001,Europe & Central Asia (developing only),ECA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,40,61
62.2001,Europe & Central Asia (all income levels),ECS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,21.40931039,62
63.2001,Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,33.1,63
64.2001,"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,43.8,64
65.2001,Euro area,EMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,5.804550117,65
66.2001,Eritrea,ERI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,84.6,66
67.2001,Spain,ESP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,6.3,67
68.2001,Estonia,EST,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,10.2,68
69.2001,Ethiopia,ETH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,139,69
70.2001,European Union,EUU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,7.242289402,70
71.2001,Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,121.0741599,71
72.2001,Finland,FIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,4.2,72
73.2001,Fiji,FJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,24.2,73
74.2001,France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,5.3,74
76.2001,"Micronesia, Fed. Sts.",FSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,52.8,76
77.2001,Gabon,GAB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,84,77
78.2001,United Kingdom,GBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,6.4,78
79.2001,Georgia,GEO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,33.4,79
80.2001,Ghana,GHA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,97.3,80
81.2001,Guinea,GIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,162.9,81
82.2001,"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,114.5,82
83.2001,Guinea-Bissau,GNB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,171.5,83
84.2001,Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2001,147.9,84
